year_freq
0.0
0.0
42.0
1.0
1.0
0.0
0.0
1.0
30.0
2.0
0.0
2.0
2.0
0.0
37.0
2.0
0.0
1.0
2.0
0.0
38.0
2.0
0.0
2.0
3.0
1.0
46.0
1.0
0.0
2.0
1.0
0.0
33.0
3.0
0.0
1.0
1.0
61.0
1.0
3.0
1.0
18.0
1.0
1.0
0.0
10.0
1.0
3.0
1.0
28.0
0.0
2.0
32.0
1.0
0.0
1.0
3.0
79.0
0.0
2.0
0.0
0.0
54.0
4.0
0.0
4.0
8.0
2.0
31.0
0.0
0.0
1.0
31.0
4.0
2.0
4.0
1.0
70.0
0.0
2.0
35.0
2.0
1.0
2.0
16.0
1.0
2.0
2.0
47.0
2.0
3.0
34.0
0.0
2.0
61.0
5.0
1.0
4.0
0.0
27.0
0.0
2.0
2.0
0.0
26.0
4.0
0.0
25.0
1.0
3.0
40.0
4.0
3.0
39.0
2.0
2.0
4.0
20.0
0.0
0.0
0.0
29.0
0.0
2.0
1.0
28.0
1.0
0.0
2.0
29.0
0.0
2.0
31.0
1.0
2.0
50.0
1.0
0.0
29.0
0.0
1.0
0.0
2.0
99.0
1.0
7.0
8.0
64.0
8.0
1.0
1.0
9.0
3.0
2.0
1.0
1.0
21.0
0.0
2.0
2.0
1.0
9.0
0.0
2.0
343.0
5.0
9.0
6.0
19.0
16.0
20.0
10.0
10.0
10.0
11.0
6.0
13.0
5.0
14.0
6.0
289.0
3.0
17.0
6.0
10.0
6.0
4.0
5.0
5.0
2.0
7.0
4.0
4.0
8.0
3.0
11.0
2.0
1.0
0.0
0.0
4.0
5.0
2.0
6.0
1.0
3.0
202.0
0.0
4.0
1.0
2.0
2.0
3.0
7.0
5.0
5.0
3.0
2.0
3.0
2.0
141.0
4.0
3.0
7.0
9.0
91.0
0.0
3.0
1.0
1.0
1.0
1.0
2.0
3.0
2.0
3.0
2.0
132.0
4.0
2.0
0.0
3.0
4.0
1.0
2.0
20.0
30.0
3.0
0.0
1.0
102.0
2.0
5.0
3.0
1.0
1.0
2.0
55.0
3.0
5.0
42.0
22.0
0.0
38.0
5.0
4.0
2.0
0.0
0.0
51.0
7.0
1.0
2.0
41.0
3.0
2.0
4.0
0.0
40.0
2.0
0.0
0.0
3.0
18.0
10.0
2.0
20.0
0.0
20.0
2.0
17.0
0.0
15.0
15.0
0.0
0.0
19.0
1.0
4.0
0.0
1.0
3.0
77.0
1.0
3.0
3.0
2.0
18.0
1.0
0.0
39.0
1.0
2.0
0.0
1.0
37.0
0.0
2.0
4.0
0.0
1.0
44.0
3.0
0.0
1.0
0.0
0.0
0.0
0.0
71.0
0.0
44.0
4.0
2.0
27.0
1.0
1.0
0.0
