c_personid,c_year,c_index_year
48657,1250,1220
48710,1250,1220
48955,1256,1220
49600,1250,1220
49721,1256,1220
49750,1250,1220
50130,1256,1220
50862,1256,1220
50974,0,1220
50974,1250,1220
51486,1256,1220
51492,1256,1220
51574,1250,1220
51628,1256,1220
52218,1256,1220
52282,1256,1220
52770,1256,1220
103219,1250,1220
107932,1250,1220
136210,1256,1220
137722,1250,1220
384974,1250,1220
384975,1250,1220
384976,1250,1220
384977,1250,1220
384978,1250,1220
384979,1250,1220
384980,1250,1220
426312,1250,1220
434923,1250,1220
479326,1250,1220
537038,1250,1220
540681,1250,1220
540686,1250,1220
544035,1250,1220
544095,1250,1220
544096,1250,1220
544097,1250,1220
544098,1250,1220
544099,1250,1220
544100,1250,1220
544101,1250,1220
544102,1250,1220
544103,1250,1220
544104,1250,1220
544105,1250,1220
544106,1250,1220
544107,1250,1220
544108,1250,1220
544109,1250,1220
544110,1250,1220
544111,1250,1220
544112,1250,1220
544113,1250,1220
544114,1250,1220
544115,1250,1220
544116,1250,1220
544117,1250,1220
544118,1250,1220
544119,1250,1220
544120,1250,1220
544121,1250,1220
544123,1250,1220
544124,1250,1220
544125,1250,1220
544126,1250,1220
544127,1250,1220
544128,1250,1220
544129,1250,1220
544130,1250,1220
544131,1250,1220
544132,1250,1220
544133,1250,1220
544134,1250,1220
544135,1250,1220
544136,1250,1220
544137,1250,1220
544138,1250,1220
544139,1250,1220
544140,1250,1220
544141,1250,1220
544142,1250,1220
544143,1250,1220
544144,1250,1220
544145,1250,1220
544146,1250,1220
544147,1250,1220
544148,1250,1220
544149,1250,1220
544150,1250,1220
544151,1250,1220
544152,1250,1220
544153,1250,1220
544154,1250,1220
544155,1250,1220
544156,1250,1220
544157,1250,1220
544158,1250,1220
544159,1250,1220
544160,1250,1220
544161,1250,1220
544162,1250,1220
544163,1250,1220
544164,1250,1220
544165,1250,1220
544166,1250,1220
544167,1250,1220
544168,1250,1220
544169,1250,1220
544170,1250,1220
544171,1250,1220
544172,1250,1220
544173,1250,1220
544174,1250,1220
544175,1250,1220
544176,1250,1220
544177,1250,1220
544178,1250,1220
544179,1250,1220
544180,1250,1220
544181,1250,1220
544182,1250,1220
544183,1250,1220
544184,1250,1220
544185,1250,1220
544186,1250,1220
544187,1250,1220
544188,1250,1220
544189,1250,1220
544190,1250,1220
544191,1250,1220
544192,1250,1220
544193,1250,1220
544194,1250,1220
544195,1250,1220
544196,1250,1220
544197,1250,1220
544198,1250,1220
544199,1250,1220
544200,1250,1220
544201,1250,1220
544202,1250,1220
544203,1250,1220
544204,1250,1220
544205,1250,1220
544206,1250,1220
544207,1250,1220
544208,1250,1220
544209,1250,1220
544210,1250,1220
544211,1250,1220
544212,1250,1220
544213,1250,1220
544214,1250,1220
544215,1250,1220
544216,1250,1220
544217,1250,1220
544218,1250,1220
544219,1250,1220
544220,1250,1220
544221,1250,1220
544222,1250,1220
544223,1250,1220
544224,1250,1220
544225,1250,1220
544226,1250,1220
544227,1250,1220
544228,1250,1220
544229,1250,1220
544230,1250,1220
544231,1250,1220
544232,1250,1220
544233,1250,1220
544234,1250,1220
544235,1250,1220
544236,1250,1220
544237,1250,1220
544238,1250,1220
544239,1250,1220
544240,1250,1220
544241,1250,1220
544242,1250,1220
544243,1250,1220
544244,1250,1220
544245,1250,1220
544246,1250,1220
544247,1250,1220
544248,1250,1220
544249,1250,1220
544252,1250,1220
544254,1250,1220
544255,1250,1220
544256,1250,1220
544257,1250,1220
544258,1250,1220
544259,1250,1220
544260,1250,1220
544261,1250,1220
544262,1250,1220
544263,1250,1220
544264,1250,1220
544265,1250,1220
544266,1250,1220
544267,1250,1220
544268,1250,1220
544269,1250,1220
544270,1250,1220
544271,1250,1220
544272,1250,1220
544273,1250,1220
544274,1250,1220
544275,1250,1220
544276,1250,1220
544277,1250,1220
544278,1250,1220
544279,1250,1220
544280,1250,1220
544281,1250,1220
544282,1250,1220
544283,1250,1220
544284,1250,1220
544285,1250,1220
544286,1250,1220
544287,1250,1220
544288,1250,1220
544289,1250,1220
544290,1250,1220
544291,1250,1220
544292,1250,1220
544293,1250,1220
544294,1250,1220
544295,1250,1220
544296,1250,1220
544297,1250,1220
544298,1250,1220
544299,1250,1220
544300,1250,1220
544301,1250,1220
544302,1250,1220
544303,1250,1220
544304,1250,1220
544305,1250,1220
544306,1250,1220
544307,1250,1220
544308,1250,1220
544309,1250,1220
544310,1250,1220
544311,1250,1220
544312,1250,1220
544313,1250,1220
544314,1250,1220
544315,1250,1220
544316,1250,1220
544317,1250,1220
544318,1250,1220
544319,1250,1220
544320,1250,1220
544321,1250,1220
544322,1250,1220
544323,1250,1220
544324,1250,1220
544325,1250,1220
544326,1250,1220
544327,1250,1220
544328,1250,1220
544329,1250,1220
544331,1250,1220
544332,1250,1220
544333,1250,1220
544334,1250,1220
544335,1250,1220
544336,1250,1220
544337,1250,1220
544338,1250,1220
544339,1250,1220
544340,1250,1220
544341,1250,1220
544342,1250,1220
544343,1250,1220
544344,1250,1220
544345,1250,1220
544346,1250,1220
544347,1250,1220
544348,1250,1220
544349,1250,1220
544350,1250,1220
544351,1250,1220
544352,1250,1220
544353,1250,1220
544354,1250,1220
544355,1250,1220
544608,1250,1220
545243,1250,1220
548896,1250,1220
548970,1250,1220
549034,1250,1220
549075,1250,1220
549076,1250,1220
549098,1250,1220
549117,1250,1220
549118,1250,1220
549159,1250,1220
549848,1250,1220
549857,1250,1220
576601,1250,1220
3294,1250,1221
25995,1256,1221
27618,1256,1221
42169,1256,1221
40886,1242,1221
41803,1256,1221
42293,1256,1221
47492,1256,1221
43151,1256,1221
44220,1256,1221
45305,1256,1221
51074,1256,1221
51401,1256,1221
48559,1259,1221
49409,1256,1221
49620,1256,1221
50355,1256,1221
50364,1256,1221
50597,0,1221
50919,1250,1221
50994,1256,1221
51591,1256,1221
52885,1256,1221
15501,1247,1222
27608,1256,1222
27622,1256,1222
42210,1256,1222
38286,1256,1222
41382,1256,1222
42961,1256,1222
44265,1256,1222
45019,1256,1222
45056,1256,1222
45317,1256,1222
46945,1252,1222
51466,1256,1222
47785,1256,1222
47968,1256,1222
49082,1256,1222
49183,1256,1222
49225,1256,1222
50356,1256,1222
50359,1256,1222
50367,1256,1222
50833,1256,1222
52424,1256,1222
136214,1256,1222
10062,1253,1223
12902,1253,1223
12903,1253,1223
15104,1253,1223
17081,1253,1223
17443,1253,1223
17457,1253,1223
17994,1253,1223
18030,1253,1223
18033,1253,1223
18139,1253,1223
19535,1253,1223
19880,1241,1223
19995,1253,1223
20508,1253,1223
21928,1253,1223
22622,1253,1223
24201,1253,1223
24471,1253,1223
24863,1253,1223
24864,1253,1223
25508,1253,1223
25843,1256,1223
25859,1253,1223
27659,1253,1223
27679,1253,1223
38118,1253,1223
38189,1253,1223
42027,1253,1223
38670,1253,1223
39348,1253,1223
39598,1253,1223
39729,1253,1223
39996,1253,1223
40045,1253,1223
40147,1253,1223
41120,1256,1223
41537,1256,1223
41661,1253,1223
41998,1253,1223
42865,1256,1223
47422,1253,1223
47523,1253,1223
