year_freq
0.0
1.0
30.0
1.0
0.0
0.0
1.0
0.0
26.0
0.0
2.0
2.0
0.0
0.0
34.0
0.0
1.0
2.0
0.0
1.0
36.0
0.0
2.0
3.0
1.0
0.0
44.0
0.0
2.0
1.0
0.0
1.0
33.0
0.0
1.0
1.0
1.0
59.0
3.0
1.0
1.0
16.0
1.0
0.0
0.0
11.0
3.0
1.0
2.0
25.0
2.0
2.0
24.0
0.0
1.0
3.0
2.0
73.0
2.0
0.0
0.0
25.0
29.0
0.0
4.0
0.0
10.0
0.0
26.0
0.0
1.0
2.0
31.0
2.0
4.0
1.0
3.0
64.0
2.0
0.0
34.0
1.0
2.0
1.0
15.0
2.0
2.0
1.0
44.0
3.0
1.0
28.0
2.0
4.0
61.0
1.0
4.0
0.0
0.0
27.0
2.0
2.0
0.0
3.0
25.0
0.0
2.0
22.0
3.0
3.0
39.0
3.0
0.0
38.0
2.0
4.0
2.0
17.0
0.0
0.0
1.0
27.0
2.0
1.0
0.0
29.0
0.0
2.0
2.0
26.0
2.0
2.0
30.0
2.0
1.0
49.0
0.0
1.0
26.0
1.0
0.0
2.0
3.0
89.0
7.0
8.0
4.0
60.0
5.0
1.0
2.0
8.0
2.0
1.0
1.0
1.0
18.0
2.0
2.0
1.0
1.0
8.0
2.0
2.0
322.0
9.0
6.0
19.0
16.0
20.0
10.0
10.0
10.0
11.0
6.0
13.0
5.0
14.0
6.0
9.0
258.0
17.0
6.0
10.0
6.0
4.0
5.0
5.0
2.0
7.0
4.0
4.0
8.0
3.0
11.0
1.0
2.0
0.0
0.0
4.0
5.0
2.0
6.0
1.0
3.0
6.0
187.0
4.0
1.0
2.0
2.0
3.0
7.0
5.0
5.0
3.0
2.0
3.0
2.0
6.0
135.0
3.0
7.0
9.0
0.0
91.0
3.0
1.0
1.0
1.0
1.0
2.0
3.0
2.0
3.0
2.0
5.0
128.0
2.0
0.0
3.0
4.0
1.0
2.0
3.0
17.0
33.0
0.0
1.0
1.0
100.0
5.0
3.0
1.0
1.0
2.0
1.0
56.0
5.0
1.0
40.0
21.0
0.0
43.0
4.0
2.0
0.0
0.0
3.0
54.0
1.0
2.0
0.0
42.0
2.0
4.0
0.0
1.0
40.0
0.0
0.0
3.0
0.0
18.0
11.0
1.0
17.0
0.0
21.0
0.0
16.0
0.0
16.0
14.0
0.0
0.0
20.0
4.0
0.0
1.0
3.0
4.0
72.0
3.0
3.0
2.0
4.0
14.0
0.0
1.0
36.0
2.0
0.0
1.0
2.0
34.0
2.0
4.0
0.0
1.0
0.0
46.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
67.0
1.0
46.0
2.0
4.0
24.0
1.0
0.0
1.0
5.0
2.0
0.0
1.0
1.0
0.0
0.0
1.0
2.0
0.0
67.0
2.0
0.0
1.0
0.0
0.0
1.0
1.0
1.0
0.0
1.0
0.0
1.0
1.0
41.0
140.0
16.0
40.0
7.0
0.0
6.0
3.0
142.0
8.0
7.0
0.0
1.0
75.0
5.0
0.0
55.0
5.0
2.0
2.0
3.0
2.0
117.0
4.0
3.0
31.0
6.0
6.0
5.0
53.0
56.0
2.0
3.0
46.0
7.0
34.0
2.0
4.0
29.0
58.0
39.0
14.0
36.0
33.0
9.0
14.0
8.0
203.0
13.0
9.0
4.0
8.0
7.0
3.0
3.0
86.0
15.0
4.0
0.0
10.0
9.0
1.0
205.0
7.0
11.0
10.0
7.0
9.0
28.0
18.0
2.0
8.0
1.0
145.0
4.0
3.0
2.0
5.0
36.0
23.0
47.0
3.0
47.0
48.0
20.0
3.0
11.0
14.0
195.0
7.0
2.0
1.0
1.0
74.0
3.0
84.0
1.0
18.0
1.0
2.0
53.0
1.0
37.0
2.0
2.0
2.0
5.0
2.0
96.0
4.0
1.0
3.0
7.0
0.0
6.0
5.0
91.0
2.0
6.0
5.0
6.0
51.0
2.0
1.0
4.0
4.0
4.0
6.0
84.0
4.0
6.0
1.0
7.0
3.0
6.0
0.0
2.0
70.0
5.0
6.0
14.0
2.0
18.0
2.0
3.0
7.0
93.0
11.0
12.0
27.0
8.0
4.0
11.0
2.0
1.0
5.0
3.0
3.0
3.0
2.0
0.0
5.0
4.0
3.0
149.0
3.0
7.0
7.0
6.0
72.0
7.0
