year_freq
0.0
0.0
30.0
1.0
1.0
0.0
0.0
1.0
24.0
2.0
0.0
2.0
2.0
0.0
32.0
2.0
0.0
1.0
2.0
0.0
35.0
2.0
0.0
2.0
3.0
1.0
43.0
1.0
0.0
2.0
1.0
0.0
31.0
3.0
0.0
1.0
1.0
59.0
1.0
3.0
1.0
16.0
1.0
1.0
0.0
10.0
1.0
3.0
1.0
27.0
0.0
2.0
25.0
1.0
0.0
1.0
3.0
75.0
0.0
2.0
0.0
0.0
50.0
4.0
0.0
4.0
8.0
2.0
26.0
0.0
0.0
1.0
29.0
4.0
2.0
4.0
1.0
67.0
0.0
2.0
32.0
2.0
1.0
2.0
15.0
1.0
2.0
2.0
43.0
2.0
3.0
29.0
0.0
2.0
60.0
5.0
1.0
4.0
0.0
27.0
0.0
2.0
2.0
0.0
24.0
4.0
0.0
23.0
1.0
3.0
38.0
4.0
3.0
36.0
2.0
2.0
4.0
19.0
0.0
0.0
0.0
28.0
0.0
2.0
1.0
28.0
1.0
0.0
2.0
28.0
0.0
2.0
31.0
1.0
2.0
49.0
1.0
0.0
27.0
0.0
1.0
0.0
2.0
91.0
1.0
7.0
8.0
60.0
8.0
1.0
1.0
7.0
3.0
2.0
1.0
1.0
19.0
0.0
2.0
2.0
1.0
9.0
0.0
2.0
319.0
5.0
9.0
6.0
19.0
16.0
20.0
10.0
10.0
10.0
11.0
6.0
13.0
5.0
14.0
6.0
264.0
3.0
17.0
6.0
10.0
6.0
4.0
5.0
5.0
2.0
7.0
4.0
4.0
8.0
3.0
11.0
2.0
1.0
0.0
0.0
4.0
5.0
2.0
6.0
1.0
3.0
193.0
0.0
4.0
1.0
2.0
2.0
3.0
7.0
5.0
5.0
3.0
2.0
3.0
2.0
137.0
4.0
3.0
7.0
9.0
91.0
0.0
3.0
1.0
1.0
1.0
1.0
2.0
3.0
2.0
3.0
2.0
129.0
4.0
2.0
0.0
3.0
4.0
1.0
2.0
20.0
30.0
3.0
0.0
1.0
99.0
2.0
5.0
3.0
1.0
1.0
2.0
54.0
3.0
5.0
40.0
22.0
0.0
38.0
5.0
4.0
2.0
0.0
0.0
50.0
7.0
1.0
2.0
39.0
3.0
2.0
4.0
0.0
39.0
2.0
0.0
0.0
3.0
18.0
10.0
2.0
17.0
0.0
19.0
2.0
16.0
0.0
15.0
15.0
0.0
0.0
19.0
1.0
4.0
0.0
1.0
3.0
75.0
1.0
3.0
3.0
2.0
17.0
1.0
0.0
36.0
1.0
2.0
0.0
1.0
36.0
0.0
2.0
4.0
0.0
1.0
43.0
3.0
0.0
1.0
0.0
0.0
0.0
0.0
67.0
0.0
43.0
4.0
2.0
27.0
1.0
1.0
0.0
